C¢digo municipio; Nombre municipio; C¢digo Establecimiento; Nombre Establecimiento; C¢digo Sede; Nombre Sede; Zona; Direcci¢n; TelÇfono
76834;TULUµ;276834001239;INSTITUCION EDUCATIVA LA MORALIA;276834001506;SEDE NO. 88 JUAN MARIA CêSPEDES;RURAL;CORREGIMIENTO LA DIADEMA;0
76834;TULUµ;276834001239;INSTITUCION EDUCATIVA LA MORALIA;276834001727;SEDE NO. 39 JOSE CELESTINO MUTIS;RURAL;VEREDA NARANJAL;2260846
76834;TULUµ;276834001077;INSTITUCION EDUCATIVA  SAN RAFAEL;276834001123;SEDE NO. 48 CUSTODIO GARCIA ROVIRA;RURAL;VEREDA TIBOLI;0
76834;TULUµ;276834000941;INSTITUCION EDUCATIVA ALTO ROCIO;276834000941;SEDE  PRINCIPAL NO. 68 BERNARDA GONZALEZ;RURAL;VEREDA ALTO EL ROCIO;0
76834;TULUµ;276834000941;INSTITUCION EDUCATIVA ALTO ROCIO;276834004572;SEDE  129  INDIGENA DACHI DRUA;RURAL;VEREDA ALTO ROCIO;0
76834;TULUµ;276834000704;INSTITUCION EDUCATIVA  SAN JUAN DE BARRAGAN;276834002588;SEDE NO. 107 LA COLONIA DE BENGALA;RURAL;VDA LA COLONIA DE BENGALA;0
76834;TULUµ;176834003989;INSTITUCION EDUCATIVA TECNICA OCCIDENTE;176834000564;SEDE NO. 24  EL JARDIN;URBANA;KR 23 CL 13 EQ;2302029
76834;TULUµ;176834003946;INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO;176834002079;SEDE NO. 92 ATANASIO GIRARDOT;URBANA;CALLE 32A # 18-57;2246591
76834;TULUµ;176834002559;INSTITUCION EDUCATIVA JUAN MARIA CESPEDES;176834002508;SEDE NO. 100 MONSE•OR MIGUEL ANGEL ZU•IGA;URBANA;CARRERA 23 CALLE 3  ESQUINA;2308355
76834;TULUµ;176834000289;INSTITUCION EDUCATIVA TEC INDUSTRIAL CARLOS SARMIENTO LORA;176834004543;SEDE NO. 16  SAN CAYETANO;URBANA;KR 30 6 13 ;2262961
76834;TULUµ;176834000092;INSTITUCION EDUCATIVA JULIA RESTREPO;176834000459;SEDE NO. 12 MARIA LUISA ROMAN;URBANA;CARRERA 36 #27-81;2240892
76834;TULUµ;176834000084;INSTITUCION EDUCATIVA  GIMNASIO DEL PACIFICO;276834000887;SEDE NO. 62 LA MARIA;RURAL;CORREGIMIENTO MATEGUADUA;0
76364;JAMUND÷;276364000681;I.E. GABRIELA MISTRAL;276364000133;SAN JUAN BOSCO-SEDE;RURAL;VDA EL PITAL;
76364;JAMUND÷;276364001661;I.E. GENERAL SANTANDER;276364000516;SEDE JUAN DE AMPUDIA;RURAL;CORREG DE AMPUDIA;
76364;JAMUND÷;276364001661;I.E. GENERAL SANTANDER;276364001661;GENERAL SANTANDER-SEDE PRINCIPAL;RURAL;CORREG VILLACOLOMBIA;
76364;JAMUND÷;276364001661;I.E. GENERAL SANTANDER;276364001229;SEDE LA MILAGROSA;RURAL;SEDE VDA LA BORRASCOSA;
76364;JAMUND÷;276364000605;I.E. SIXTO MARIA ROJAS;276364000303;SEDE SAGRADO CORAZON DE JESUS;RURAL;CORREG. LA VENTURA;3155641204
76364;JAMUND÷;176364000481;I.E. ROSA LIA MAFLA;176364000490;SEDE MANUEL MARIA VILLEGAS;URBANA;CL 9 9 35 ;5.16359E+006
76364;JAMUND÷;176364000481;I.E. ROSA LIA MAFLA;176364001330;SEDE JORGE ELIECER GAITAN;URBANA;IND ZONA URBANA MARGINAL;5166675
76892;YUMBO;176892100102;INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ;176892100102;IRENE FERREROSA - SEDE PRINCIPAL;URBANA;KR 18 G 17 A 60 ;3138759672
76892;YUMBO;276892001133;IE JOSE ANTONIO GALAN;276869000057;JUANA MARIA CALDAS ;RURAL;VEREDA MIRAVALLE;4097172
76892;YUMBO;276892000200;IE GENERAL SANTANDER;276892100051;EL PLACER;RURAL;VDA EL PLACER;
76892;YUMBO;276892000081;IE POLICARPA SALAVARRIETA;276892000421;SALAZAR;RURAL;VDA SALAZAR;
76892;YUMBO;176892000281;IE ALBERTO MENDOZA MAYOR;176892000281;LICEO COMERCIAL;URBANA;CRA 7 CLLE 13;6691910
76892;YUMBO;176892000159;IE ANTONIA SANTOS;176892000329;LA TRINIDAD;URBANA;CR 15N NO 19-29OESTE;6916995
76892;YUMBO;176892000108;IE JUAN XXIII;176892000108;JUAN XXIII;URBANA;CLL 20 NO 13A-16;6907477
76020;ALCALµ;476020000249;IE ARTURO GOMEZ JARAMILLO;276020000061;JOSE IGNACIO RENGIFO;RURAL;VDA MARAVELEZ;310-4871161
76020;ALCALµ;476020000249;IE ARTURO GOMEZ JARAMILLO;276020000053;MANUELA BELTRAN;RURAL;VDA BELGICA;
76020;ALCALµ;476020000249;IE ARTURO GOMEZ JARAMILLO;276020000215;LA POLONIA;RURAL;VDA LA POLONIA;
76036;ANDALUC÷A;276036000037;IE AGRICOLA CAMPOALEGRE;276036000142;ANTONIO JOSE DE SUCRE;RURAL;CORREG EL SALTO;
76036;ANDALUC÷A;276036000037;IE AGRICOLA CAMPOALEGRE;276036000061;SANTA RITA;RURAL;VDA EL PLACER;
76036;ANDALUC÷A;176036000024;IE ELEAZAR LIBREROS SALAMANCA;176036000105;ANTONIA SANTOS;URBANA;KR 6 10 02 ;2.2357E+006
76020;ALCALµ;176036000024;IE ELEAZAR LIBREROS SALAMANCA;176036000377;NUESTRA SE•ORA DE LAS MERCEDES;URBANA;IND BARRIO LA ISLA;
76041;ANSERMANUEVO;276041000371;IE JORGE ISAACS;276041001041;MANUELA BELTRAN;RURAL;CGTO. EL VILLAR;2.15653E+006
76041;ANSERMANUEVO;276041000363;IE SANTA INES;276041000363;SANTA INES;RURAL;CORREG EL VERGEL;2156640
76041;ANSERMANUEVO;176041000016;IE SANTA ANA DE LOS CABALLEROS;176041001021;SANTA MARIA;URBANA;IND CL 13 NO. 1483;2052361
76041;ANSERMANUEVO;176041000016;IE SANTA ANA DE LOS CABALLEROS;276041000347;SANTA CECILIA;RURAL;VDA CALABAZAS;2052361
76054;ARGELIA;476054000019;IE SANTIAGO GUTIERREZ ANGEL;276054000397;CAMILO TORRES;RURAL;VDA LOS PITOS;2.06811e+006
76100;BOL÷VAR;276828000387;IE RODRIGO LLOREDA CAICEDO;276828000387;RODRIGO LLOREDA;RURAL;CORREG CERROAZUL;3167443768
76100;BOL÷VAR;276100000259;IE PRIMAVERA;276100000259;CONCENTRACION AGRICOLA;RURAL;VDA EL EDEN;
76100;BOL÷VAR;276100000704;IE BETANIA;276100000925;SAN AGUSTIN;RURAL;VDA LAS CABA•AS;
76100;BOL÷VAR;276100000518;IE LA TULIA;276100000372;MARIA INMACULADA;RURAL;CORREG LA TULIA;2299914
76100;BOL÷VAR;276100000518;IE LA TULIA;276100000330;ANTONIA SANTOS;RURAL;VDA EL SILENCIO;2299914
76100;BOL÷VAR;176100000254;IE MANUEL DOLORES MONDRAGON;276100000283;CARTAGENA DE INDIAS;RURAL;CORREG LA HERRADURA;2224063
76113;BUGALAGRANDE;276113000011;IE  CEILAN;276113000444;JOSE JOAQUIN CASAS;RURAL;VDA CAMPO ALEGRE;
76113;BUGALAGRANDE;176113000652;IE ANTONIO NARI•O;176113000407;SAN JOSE;URBANA;CLL 4  5-45;2.23633E+006
76122;CAICEDONIA;276122000864;IE ANTONIA SANTOS;276122000236;SANTA RITA NO19;RURAL;VDA EL SALADO;2161557
76122;CAICEDONIA;276122000201;IE GILBERTO ALZATE AVENDA•O;276122000775;CENT DOC  NO 34 EL PARAISO;RURAL;VDA EL PARAISO;
76122;CAICEDONIA;176122000371;IE NORMAL SUPERIOR MARIA INMACULADA;176122000347;CENT DOC NO 04 SANTA ISABEL;URBANA;CR 17 NO 17 CON 18;2161707
76122;CAICEDONIA;176122000371;IE NORMAL SUPERIOR MARIA INMACULADA;176122000312;CENT  DOC  NO  08 TRES DE AGOSTO;URBANA;CR 19 NO 16- 37;2164971
76126;CALIMA;276126000133;CE JOHN F. KENNEDY;276126000338;GENERAL SANTANDER;RURAL;VDA  LA GAVIOTA ALTA;2.53323e+006
76126;CALIMA;276126000133;CE JOHN F. KENNEDY;276126000354;ANTONIO NARI•O;RURAL;VDA LA GUIRA;9.85216e+008
76126;CALIMA;176126000066;IE SIMON BOLIVAR;276126000109;POLICARPA SALAVARRIETA;RURAL;VDA JIGUALES;
76130;CANDELARIA;176130000461;I.E. INMACULADA CONCEPCION;276130000164;MANUELA BELTRAN;RURAL;CORREG BUCHITOLO;2620135
76130;CANDELARIA;176130000461;I.E. INMACULADA CONCEPCION;276130001241;EL  PARAISO;RURAL;CORREG. VILLAGORGONA;
76233;DAGUA;276233001240;IE CRISTOBAL COLON;276233000189;SAN ANTONIO;RURAL;CORREG SAN BERNARDO;0
76233;DAGUA;276233001240;IE CRISTOBAL COLON;276233001151;SAN MIGUEL;RURAL;VDA SAN MIGUEL;
76233;DAGUA;276233000715;IE BORRERO AYERBE;276233000642;RAFAEL NU•EZ;RURAL;BORRERO AYERBE;9.22473e+008
76233;DAGUA;276233000651;IE EL QUEREMAL;276233000600;MERCEDES ABREGO;RURAL;CORREG. EL QUEREMAL;0
76233;DAGUA;276233000651;IE EL QUEREMAL;276233000332;JUAN NIETO;RURAL;VDA. LA ROSITA;0
76233;DAGUA;276233000651;IE EL QUEREMAL;276233000405;PIO XII;RURAL;VDA. EL CHILCAL;0
76233;DAGUA;276233000561;IE CAMILO TORRES;276233000073;ROSA ZARATE DE PE•A;RURAL;CORREG. ATUNCELA;0
76233;DAGUA;276233000561;IE CAMILO TORRES;276233000154;MARIA MONTESORI;RURAL;VDA. EL TRAPICHE;0
76233;DAGUA;276233000561;IE CAMILO TORRES;276233001274;LUIS ALBERTO OLIVO;RURAL;VDA. LA YOLOMBA;0
76233;DAGUA;276233000537;I.E. SAN PEDRO CLAVER;276233001282;CARLOS HOLMES TRUJILLO;RURAL;VDA. VISTA HERMOSA;0
76233;DAGUA;276233000537;I.E. SAN PEDRO CLAVER;276233001436;MARIA EDITH JATIVA;RURAL;VDA. LA REINA;0
76233;DAGUA;276233000537;I.E. SAN PEDRO CLAVER;276233000928;SIMON BOLIVAR;RURAL;VDA. LA VICTORIA;0
76233;DAGUA;276233000537;I.E. SAN PEDRO CLAVER;276233001266;LA CRISTALINA;RURAL;VDA, LA GUINEA BAJA;0
76233;DAGUA;276233000511;IE EL PALMAR;276233000251;ANTONIO JOSE DE SUCRE;RURAL;CORREGIMIENTO EL PALMAR;
76233;DAGUA;176233000656;IE  DEL DAGUA;176233000036;ANTONIO RICAURTE;URBANA;CARRERA 19 N¯ 7-24 BARRIO REMEDIOS;0
76233;DAGUA;176233000656;IE  DEL DAGUA;176233000061;SANTA LUCIA;URBANA;CALLE 9 CON CARRERA 21 BARRIO RICAURTE;0
76243;EL µGUILA;276243000497;IE SANTA MARTA;276243000691;JOSE HERNANDO DUARTE;RURAL;VDA LA LINEA;2157024
76243;EL µGUILA;276243000497;IE SANTA MARTA;276243000217;SAN JUAN DE DIOS;RURAL;VDA CATARINA;2157024
76243;EL µGUILA;176243000026;IE EL AGUILA;176243000026;JOSê MAR÷A C‡RDOBA;URBANA;CRA 4¯ NO 4-32;2066151
76243;EL µGUILA;276243000071;IE JUSTINIANO ECHAVARRIA;276243000519;JOSE MARIA CORDOBA;RURAL;CORREG VILLANUEVA;2.06614e+006
76246;EL CAIRO;176246000337;IE LA PRESENTACION;276246000366;JOSE EUSEBIO CARO;RURAL;VDA LA GUARDIA;2077237
76246;EL CAIRO;176246000337;IE LA PRESENTACION;276246000501;SAN NICOLAS;RURAL;VDA LA GUAJIRA;2077237
76246;EL CAIRO;176246000337;IE LA PRESENTACION;276246000633;SIETE DE AGOSTO;RURAL;VDA LA SONORA;2077237
76246;EL CAIRO;176246000337;IE LA PRESENTACION;276246000064;CRISTO REY;RURAL;VDA LA LAGUNA;2077237
76246;EL CAIRO;176246000337;IE LA PRESENTACION;276246000404;ANTONIA SANTOS;RURAL;VDA EL ROCIO;2077237
76246;EL CAIRO;176246000663;IE GILBERTO ALZATE AVENDA•O;276246000510;JOSE MARIA VARGAS;RURAL;VDA ALTO BONITO;2077156
76246;EL CAIRO;176246000663;IE GILBERTO ALZATE AVENDA•O;276246000056;RAFAEL NU•EZ;RURAL;VDA LA SIBERIA;2077156
76248;EL CERRITO;276248000363;IE SANTA ELENA;276248000380;RAFAEL URIBE URIBE;RURAL;VDA ZABALETAS;
76248;EL CERRITO;176248000024;IE JORGE  ISAACS;176248000431;SANTA BARBARA;URBANA;CLL 9  ENTRE CR 21 Y 22;2570835
76248;EL CERRITO;176248000016;IE SAGRADO CORAZ‡N;176248000440;GUILLERMO LEON VALENCIA;URBANA;CLL 1 NO 1-24;2565537
76250;EL DOVIO;176250000261;IE JOSE MARIA FALLA;176250000015;MARIA INMACULADA;URBANA;CR 10 NO 12-26;2229184
76250;EL DOVIO;176250000261;IE JOSE MARIA FALLA;276250000061;ELVIRA PE•A;RURAL;VDA BELGICA;2229184
76250;EL DOVIO;276250000150;IE ACERG;276250000354;ROMULO RENGIFO;RURAL;VDA PLAYA RICA;3136593903
76250;EL DOVIO;276250000150;IE ACERG;276250000567;JUAN XXIII;RURAL;VDA SABANA BLANCA;3136593903
76250;EL DOVIO;276250000150;IE ACERG;276250000621;JUAN ANTONIO PEREIRA;RURAL;VDA MONTEBELLO;3136593903
76250;EL DOVIO;276250000150;IE ACERG;276250000389;ANTONIO RICAURTE;RURAL;VDA EL DUMAR;3136593903
76275;FLORIDA;276275001461;IE IDEBIC;276275001304;EL PARAISO;RURAL;COMUNIDAD DE BETANIA RGDO INDIGENA  TRIUNFO CRISTAL PAEZ;2638651
76364;JAMUND÷;276275001461;IE IDEBIC;276364001580;LEONEL TROCHEZ;RURAL;COMUNIDAD INDIGENA LA CRISTALINA;
76364;JAMUND÷;276275001461;IE IDEBIC;276364000346;NASA KIWE;RURAL;COMUNID INDIGENA LA DESPENSA RGDO KWESX KIWE NASA;2638651
76403;LA VICTORIA;276275001461;IE IDEBIC;276403000227;CACIQUE GONZALEZ;RURAL;COMUNIDAD INDIGENA CUEVA LOCA;2638651
76275;FLORIDA;276275001461;IE IDEBIC;276275001673;BASILIO LABIO;RURAL;COMUNIDAD NUEVO HORIZONTE CABILDO CENTRAL DE ASENTAMIENTOS;2638651
76126;CALIMA;276275001461;IE IDEBIC;276126000451;CACIQUE ESCOBAR;RURAL;RESGUARDO INDIGENA NABERA DRUA;2638651
76246;EL CAIRO;276275001461;IE IDEBIC;276246000765;DOXURA;RURAL;RESGUARDO INDIGENA DUXURA;2638651
76100;BOL÷VAR;276275001461;IE IDEBIC;276100001115;CACIQUE KARABI;RURAL;COMUNIDAD RIO BLANCO;2638651
76100;BOL÷VAR;276275001461;IE IDEBIC;276100001123;CACIQUE EADEBENA;RURAL;RESGUARDO INDIGENA RIO GARRAPATAS;2638651
76275;FLORIDA;276275001461;IE IDEBIC;276100001080;CACIQUE DOVIGAMO;RURAL;COMUNID TOLDA FRIA;2638651
76250;EL DOVIO;276275001461;IE IDEBIC;276250000893;CACIQUE UMADA;RURAL;COMUNIDAD INDIGENA EL LECHAL;
76250;EL DOVIO;276275001461;IE IDEBIC;276250000885;KIMI PERNIA DOMICO 1;RURAL;COMUNIDAD INDIGENA EL LECHAL;
76275;FLORIDA;276275000154;IE JOSE MARIA CORDOBA;276275001487;SANTA ROSA;RURAL;SANTA ROSA;
76275;FLORIDA;276275000154;IE JOSE MARIA CORDOBA;276275000839;FELIX RAFFAN GOMEZ;RURAL;MIRAVALLE;
76275;FLORIDA;276275000154;IE JOSE MARIA CORDOBA;276275000243;MARIA AUXILIADORA;RURAL;PUEBLO NUEVO;
76306;GINEBRA;276306000336;IE DE DESARROLLO RURAL LA SELVA;276306000107;MARIA INMACULADA;RURAL;VDA VALLEDUPAR;
76306;GINEBRA;276306000336;IE DE DESARROLLO RURAL LA SELVA;276306000221;JUANA DE ARCO;RURAL;VDA PATIO BONITO;
76306;GINEBRA;276306000336;IE DE DESARROLLO RURAL LA SELVA;276306000271;ANTONIO JOSE DE SUCRE;RURAL;VDA EL JARDIN;
76306;GINEBRA;276306000344;IE INMACULADA CONCEPCION;276306000204;SAN JUDAS TADEO;RURAL;CORREG LOS MEDIOS;2561464
76306;GINEBRA;276306000344;IE INMACULADA CONCEPCION;176306000056;ANTONIA SANTOS;URBANA;CLL 6 CR 1 ESQ;2561464
76318;GUACAR÷;276318000277;IE SIMON BOLIVAR;276318000277;SIMON BOLIVAR;RURAL;CORREG. SONSO;2.55958e+006
76318;GUACAR÷;276318000099;IE GENERAL SANTANDER;276318000129;MARCO  FIDEL SUAREZ;RURAL;VDA CHAFALOTE;
76318;GUACAR÷;276318000099;IE GENERAL SANTANDER;276318000391;HEBERTH  MARINO SAAVEDRA;RURAL;VDA ALTO DE TAPIAS;
76318;GUACAR÷;176318000264;IE ESCUELA NORMAL SUPERIOR MIGUEL DE CERVANTES SAAVEDRA;176318000345;JOSE MANUEL SAAVEDRA GALINDO;URBANA;CR 9 NO 5-21;2531159
76377;LA CUMBRE;276377000388;IE MARIA AUXILIADORA;276377000132;JORGE ROBLEDO;RURAL;VDA  PUENTE PALO;
76377;LA CUMBRE;276377000311;IE LA LIBERTAD;276377000329;JOSE ANTONIO GALAN;RURAL;VDA  ZARAGOZA;
76400;LA UNI‡N;176400000027;IE JUAN DE DIOS GIRON;176400000027;JUAN DE DIOS GIRON;URBANA;CL 17 17 42;2023111
76400;LA UNI‡N;276400000609;I.E. QUEBRADAGRANDE;276400000609;I.E. QUEBRADAGRANDE - SEDE PRINCIPAL;RURAL;CORREG QUEBRADA GRANDE;310 389 55 58
76400;LA UNI‡N;276400000609;I.E. QUEBRADAGRANDE;276400000129;ANTONIO JOSE DE SUCRE;RURAL;VDA VIOLETAS;2293767
76400;LA UNI‡N;276400000609;I.E. QUEBRADAGRANDE;276400000285;TULIO RAMIREZ;RURAL;VDA EL RINCON;2293767
76400;LA UNI‡N;276400000609;I.E. QUEBRADAGRANDE;276400000676;C.E. EL÷AS GIR‡N VINASCO;RURAL;VDA. PORTACHUELO;
76400;LA UNI‡N;176400000019;IE SAN JOSE;176400000060;ESCUELITA SAN JOSE;URBANA;CL 13 14 51 ;
76497;OBANDO;276497000608;IE MARIA ANALIA ORTIZ HORMAZA;276497000608;MARIA ANALIA ORTIZ HORMAZA;RURAL;CGTO. VILLA RODAS;
76497;OBANDO;276497000047;IE POLICARPA SALAVARRIETA;276497000152;ALDEMAR COBO LONDO•O;RURAL;VDA EL CRUCERO;
76497;OBANDO;176497000093;IE SAN JOSE;276497000365;GABRIELA MISTRAL;RURAL;VDA. LIMONES;
76497;OBANDO;176497000093;IE SAN JOSE;176497000077;GRAN COLOMBIA;URBANA;CLL. 2 N 1-09;2.05315e+006
76497;OBANDO;176497000093;IE SAN JOSE;276497000055;ARNULFO DRADA;RURAL;CGTO MOLINA;
76497;OBANDO;176497000093;IE SAN JOSE;276497000195;SIMON BOLIVAR;RURAL;CGTO. JUAN DIAZ;
76563;PRADERA;276563000223;IE MARCO FIDEL SUAREZ;276563000193;FRANCISCO P. SANTANDER;RURAL;CGTO VALLECITO;
76563;PRADERA;276563000223;IE MARCO FIDEL SUAREZ;276563000223;MARCO FIDEL SUAREZ;RURAL;CORREG SAN ISIDRO;
76563;PRADERA;176563000822;IE ALFREDO POSADA CORREA;176563000121;LEONIDAS MOSQUERA;URBANA;CRA 9 NO.3-35;2.67288e+006
76563;PRADERA;176563000822;IE ALFREDO POSADA CORREA;176563000776;BELLO HORIZONTE;URBANA;CL 11 KR 15;
76563;PRADERA;176563000822;IE ALFREDO POSADA CORREA;276563000312;POLICARPA SALAVARRIETA;RURAL;KILOMETRO 7 VIA PRADERA;
76563;PRADERA;176563000091;IE FRANCISCO ANTONIO ZEA;176563000555;BERLIN;URBANA;CLL  3 4A-20;2.67371e+006
76563;PRADERA;176563000024;IE ATENEO;176563000130;SANTA ISABEL;URBANA;CLL 6 CRA 12;2.67443e+006
76606;RESTREPO;276606000541;I.E. TEODORO MUNERA HINCAPIE;276606000061;SAN PEDRO CLAVER;RURAL;VEREDA ALTO DEL OSO;
76606;RESTREPO;276606000469;IE JULIO FERNANDEZ MEDINA;276606000214;ANTONIA SANTOS;RURAL;VEREDA LA PALMA;
76606;RESTREPO;176606000163;IE JOSE FELIX RESTREPO;176606000163;CONCENTRACION ESCOLAR URBANA;URBANA;CLL 10 NO 16-07;2522582
76616;RIOFR÷O;276616000654;IE ALFREDO GARRIDO TOVAR;276616000506;NUESTRA SE•ORA DEL CARMEN;RURAL;VDA MIRAVALLE;2260427
76616;RIOFR÷O;276616000590;IE NEMESIO RODRIGUEZ ESCOBAR;276616000590;NEMESIO RODRIGUEZ;RURAL;CR 3 NO 7-54;2260043
76616;RIOFR÷O;276616000590;IE NEMESIO RODRIGUEZ ESCOBAR;276616000301;MARIA INMACULADA;RURAL;VDA PUERTO FENICIA;2260043
76616;RIOFR÷O;276616000590;IE NEMESIO RODRIGUEZ ESCOBAR;276616000310;JUAN DEL CORRAL;RURAL;VDA LA VIGORA;2260043
76616;RIOFR÷O;276616000590;IE NEMESIO RODRIGUEZ ESCOBAR;276616000638;MARCO TRULIO CµRDENAS;RURAL;CORREG FENICIA;226 00 43
76616;RIOFR÷O;276616000581;IE HERNANDO LLORENTE ARROYO;276616000239;MERCEDES ABREGO;RURAL;CORREG SALONICA;2008020
76616;RIOFR÷O;276616000255;IE CAMILO TORRES;276616000140;JOS‘ ACEVEDO Y GOMEZ;RURAL;VRD GUAYABAL;
76616;RIOFR÷O;276616000255;IE CAMILO TORRES;276616000131;ROSA ZARATE DE PE•A;RURAL;VDA  LA JUDEA;2.26013e+006
76616;RIOFR÷O;276616000255;IE CAMILO TORRES;276616000549;MARIA AUXILIADORA;RURAL;VDA MORROPLANCHO;
76616;RIOFR÷O;276616000255;IE CAMILO TORRES;276616000255;I.E. CAMILO TORRES;RURAL;CORREG LA ZULIA;2260636
76616;RIOFR÷O;176616000013;IE PRIMITIVO CRESPO;176616000188;SAGRADO CORAZON DE JESUS;URBANA;CR 11 NO 6-10;2268136
76616;RIOFR÷O;176616000013;IE PRIMITIVO CRESPO;276616000247;MELIDA CRUZ;RURAL;VDA MADRIGAL;2268196
76622;ROLDANILLO;276622000577;IE SANTA ROSALIA DE PALERMO;276622000241;SANTA RITA # 11;RURAL;CORREG SANTA RITA;
76622;ROLDANILLO;276622000577;IE SANTA ROSALIA DE PALERMO;276622000232;MARIA AUXILIADORA;RURAL;CORREG CANDELARIA;
76622;ROLDANILLO;176622000076;IE NUESTRA SE•ORA DE CHIQUINQUIRA;176622000149;JHON F. KENNEDY;URBANA;CLL 4 NO 8-122;2298578
76622;ROLDANILLO;176622000076;IE NUESTRA SE•ORA DE CHIQUINQUIRA;176622000131;LIC NUESTRA SE•ORA DE CHIQUINQUIRA;URBANA;CLL 4 NO 4-42;2298349
76622;ROLDANILLO;176622000068;IE BELISARIO PE•A PI•EIRO;176622000017;SAN SEBASTIAN;URBANA;CLL 10 NO 4-13;2298184
76622;ROLDANILLO;176622000068;IE BELISARIO PE•A PI•EIRO;176622000092;EUSTAQUIO PALACIOS;URBANA;CR 7 NO 11-27;2298545
76622;ROLDANILLO;176622000068;IE BELISARIO PE•A PI•EIRO;276622000186;SANTA LUCIA;RURAL;CORREG CAJAMARCA;
76622;ROLDANILLO;176622000068;IE BELISARIO PE•A PI•EIRO;176622000068;BELISARIO PE•A PI•EIRO;URBANA;CLL 11 NO 6-55;2490056
76622;ROLDANILLO;176622000068;IE BELISARIO PE•A PI•EIRO;176622000858;ALFONSO L‡PEZ PUMAREJO;URBANA;BR. TORRIJOS;
76670;SAN PEDRO;276670000210;IE MIGUEL ANTONIO CARO;276670000210;MIGUEL A CARO;RURAL;CORREG PRESIDENTE;2009623
76670;SAN PEDRO;276670000210;IE MIGUEL ANTONIO CARO;276670000406;ANDRêS  BELLO;RURAL;VDA MONTERREDONDO;2009623
76670;SAN PEDRO;176670000240;IE JOSE ANTONIO AGUILERA;176670000258;LEONARDO TASC‡N;URBANA;CLL 4 CON CRA 6 ESQU;2238370
76670;SAN PEDRO;176670000240;IE JOSE ANTONIO AGUILERA;276670000228;CRISTO REY;RURAL;VRDA  MONTEGRANDE;2238370
76670;SAN PEDRO;176670000240;IE JOSE ANTONIO AGUILERA;276670000171;RAFAEL ALBERTO MARMOLEJO;RURAL;CORREG  SAN JOSE;2238370
76736;SEVILLA;276736000810;IE BENJAMIN HERRERA;276736001450;GENERAL SANTANDER SATêLITE MEDIO SAN MARCOS;RURAL;VDA MEDIO SAN MARCOS;3165795209
76736;SEVILLA;276736000810;IE BENJAMIN HERRERA;276736000569;EL BARCINO;RURAL;VDA EL BARCINO;3.10511E+009
76736;SEVILLA;276736000283;IE SANTA BARBARA;276736000763;ESC NUESTRA SE•ORA DE FATIMA;RURAL;CORREG  ESTACION CAICEDONIA;
76736;SEVILLA;476736000258;IE HERACLIO URIBE URIBE;476736000258;CONCENTRACI‡N RURAL AGRIC HERACLIO URIBE URIBE;RURAL;VDA EL CRUCERO;2196155
76736;SEVILLA;276736000178;IE SANTA TERESITA;276736000305;MERCEDES ABREGO;RURAL;CORREG BAJO COLORADAS;2190636
76736;SEVILLA;276736000178;IE SANTA TERESITA;276736001140;JUAN JOSE RONDON;RURAL;VDA HIGUERONES;2190636
76736;SEVILLA;276736000178;IE SANTA TERESITA;276736000747;SATELITE GENERAL SANTANDER;RURAL;CORREG SAN ANTONIO;2190636
76736;SEVILLA;276736000143;IE DOCE DE OCTUBRE;276736000151;SANTA ANA;RURAL;VDA LA ESTRELLA;
76736;SEVILLA;176736000033;IE GENERAL SANTANDER;176736001536;ESTRELLA DE BELEN;URBANA;CR 52B NO 59 60;2196208
76736;SEVILLA;176736000025;IE SEVILLA;176736000114;JOHN FITZGERALD KENNEDY;URBANA;CR 46 NO 46 70;2196565
76736;SEVILLA;176736000025;IE SEVILLA;176736000068;MARIA INMACULADA;URBANA;CLL 51 NO 48 16;2196024
76736;SEVILLA;176736000025;IE SEVILLA;176736000858;PEDRO EMILIO GIL;URBANA;CLL 50 NO 40-10;2191699
76823;TORO;176823000384;IE NUESTRA SE•ORA DE LA CONSOLACION;176823000031;LA INMACULADA;URBANA;CRA. 2 N. 5-63;2.21051e+006
76823;TORO;176823000333;IE  TECNICA AGROPECUARIA TORO;276823000494;MARIANO OSPINA PEREZ;RURAL;VEREDA CONSOLIDA;2210560
76823;TORO;176823000333;IE  TECNICA AGROPECUARIA TORO;276823000222;GUILLERMO LEON VALENCIA;RURAL;VEREDA LA VENTAQUEMADA;2210560
76823;TORO;176823000066;IE FRAY JOSE JOAQUIN ESCOBAR;176823000066;FRAY JOSE JOAQUIN ESCOBAR;URBANA;CR 3 NO 12-45;2210578
76828;TRUJILLO;276828000441;IE MANUEL MARIA MALLARINO;276828000778;FEDICIO NAVARRETE;RURAL;VDA CULEBRAS;2267368
76828;TRUJILLO;276828000441;IE MANUEL MARIA MALLARINO;276828001146;CRISTO REY;RURAL;VEREDA BUENVAVISTA;2267368
76828;TRUJILLO;276828000441;IE MANUEL MARIA MALLARINO;276828000263;LA MEDALLA MILAGROSA;RURAL;VDA BAJA CRISTALINA ;2267368
76828;TRUJILLO;276828000174;IE SAN ISIDRO;276828000174;SAN ISIDRO;RURAL;CORREG EL TABOR PUENTE BLANCO;2266601-2267328
76828;TRUJILLO;276828000174;IE SAN ISIDRO;276828000956;JOSê CELESTINO MUTIS;RURAL;VDA. PLAYA ALTA;
