C¢digo municipio; Nombre municipio; C¢digo Establecimiento; Nombre Establecimiento; C¢digo Sede; Nombre Sede; Zona; Direcci¢n; TelÇfono
76036;ANDALUC÷A;276036000037;IE AGRICOLA CAMPOALEGRE;276036000151;MARCO FIDEL SUAREZ;RURAL;CORREG ZABALETAS;
76036;ANDALUC÷A;276036000037;IE AGRICOLA CAMPOALEGRE;276036000207;JOSE MARIA CORDOBA;RURAL;CORREG ALTAFLOR;
76036;ANDALUC÷A;276036000037;IE AGRICOLA CAMPOALEGRE;276036000037;AGRICOLA CAMPOALEGRE;RURAL;CORREG CAMPOALEGRE;3136984566
76020;ALCALµ;176036000024;IE ELEAZAR LIBREROS SALAMANCA;176036000385;EL PE•ON;URBANA;CL 24 KR 3 ESQ ;
76036;ANDALUC÷A;176036000024;IE ELEAZAR LIBREROS SALAMANCA;176036000261;PEDRO ANTONIO MOLINA;URBANA;KR 5 21 116 ;
76041;ANSERMANUEVO;276041000746;IE EL PLACER;276041000193;DIVINO SALVADOR;RURAL;VDA SANTA BARBARA;
76041;ANSERMANUEVO;276041000371;IE JORGE ISAACS;276041000088;CARTAGENA DE INDIAS;RURAL;CGTO. LA CABA•A;
76041;ANSERMANUEVO;276041000363;IE SANTA INES;276041000541;PABLO SEXTO;RURAL;VDA EL PEDRAL;2156640
76041;ANSERMANUEVO;176041000016;IE SANTA ANA DE LOS CABALLEROS;176041000831;LAUREANO GOMEZ;URBANA;BARRIO NUEVO HORIZONTE;
76041;ANSERMANUEVO;176041000016;IE SANTA ANA DE LOS CABALLEROS;276041000266;MARIA MONTESSORI;RURAL;CORREG GRAMALOTE;2052942
76041;ANSERMANUEVO;176041000016;IE SANTA ANA DE LOS CABALLEROS;176041000636;MARINO OROZCO;URBANA;BARRIO BOLIVAR;
76054;ARGELIA;476054000019;IE SANTIAGO GUTIERREZ ANGEL;276054000214;SANTA ELENA;RURAL;CORREG. MARACAIBO;2.06811e+006
76054;ARGELIA;476054000019;IE SANTIAGO GUTIERREZ ANGEL;476054000019;SANTIAGO GUTIERREZ ANGEL;RURAL;VDA LA ESTRELLA;2.06811E+006
76054;ARGELIA;176054000023;IE GILBERTO ALZATE AVENDA•O.;176054000155;MANUEL MEJIA VêLEZ;URBANA;CLL  3A LA FLORESTA;2068127
76100;BOL÷VAR;276828000387;IE RODRIGO LLOREDA CAICEDO;276828000425;POLICARPA SALAVARRIETA;RURAL;VDA SAN ISIDRO;3167443768
76100;BOL÷VAR;276100000259;IE PRIMAVERA;276100000160;SAN JUAN BAUTISTA;RURAL;VDA LA ALDANA;
76100;BOL÷VAR;276100000704;IE BETANIA;276100000038;DIVINO ECCE HOMO;RURAL;CORREG BETANIA;
76100;BOL÷VAR;276100000704;IE BETANIA;276100000631;LA CARMELITA;RURAL;VDA CARTAGUITO;
76100;BOL÷VAR;276100000704;IE BETANIA;276100000909;PABLO VI;RURAL;VDA RIO AZUL;
76100;BOL÷VAR;276100000542;IE NARANJAL;276100000828;MARIA INMACULADA;RURAL;VDA LA TORRE;
76100;BOL÷VAR;276100000518;IE LA TULIA;276100000518;MANUEL DOLORES MONDRAGON;RURAL;CORREG LA TULIA;2299914
76100;BOL÷VAR;176100000254;IE MANUEL DOLORES MONDRAGON;176100000840;SANTA ANA;URBANA;CRA 5A NO 4-13;2224030
76100;BOL÷VAR;176100000254;IE MANUEL DOLORES MONDRAGON;176100000858;SAN JOSE;URBANA;BARRIO SAN JOSE;2224063
76100;BOL÷VAR;176100000254;IE MANUEL DOLORES MONDRAGON;276100000275;NUESTRA SE•ORA DEL CARMEN;RURAL;CORREG SAN FERNANDO;2224063
76100;BOL÷VAR;176100000254;IE MANUEL DOLORES MONDRAGON;276100000321;MARIA AGUSTINA MADRID;RURAL;CORREG RICAURTE;2224063
76113;BUGALAGRANDE;276113000436;IE MARIANO GONZALEZ;276113000517;FRANCISCO DE PAULA SANTANDER;RURAL;VDA LA MORENA;
76113;BUGALAGRANDE;276113000436;IE MARIANO GONZALEZ;276113000274;JUAN JOSE RONDON;RURAL;VDA CHICORAL;
76113;BUGALAGRANDE;276113000436;IE MARIANO GONZALEZ;276113000592;ATANASIO GIRARDOT;RURAL;VDA RAICEROS;
76113;BUGALAGRANDE;276113000436;IE MARIANO GONZALEZ;276113000240;JULIO ARBOLEDA;RURAL;VDATETILLAL;
76113;BUGALAGRANDE;276113000011;IE  CEILAN;276113000282;JOSE ASUNCION SILVA;RURAL;VDA LA ESMERALDA ALTA;
76113;BUGALAGRANDE;276113000011;IE  CEILAN;276113000894;ALFONSO LOPEZ PUMAREJO;RURAL;VDA LA COLONIA;
76113;BUGALAGRANDE;176113000652;IE ANTONIO NARI•O;176113000652;ANTONIO NARI•O;URBANA;CLL 9 CR 6 ESQ;2236195
76113;BUGALAGRANDE;176113000377;IE DIEGO RENGIFO SALAZAR;176113000377;DIEGO RENGIFO SALAZAR;URBANA;CR 6 # 7-98;2.2365e+006
76113;BUGALAGRANDE;176113000377;IE DIEGO RENGIFO SALAZAR;276113000509;JULIAN URIBE URIBE;RURAL;CORREG URIBE;2.0122e+006
76122;CAICEDONIA;276122000864;IE ANTONIA SANTOS;276122000414;SANTA RITA NO 12;RURAL;VDA CAMPO AZUL;2161557
76122;CAICEDONIA;276122000872;IE LA CONSOLITA;276122000261;LA POLA;RURAL;VDA EL CRUCERO;3103874060
76122;CAICEDONIA;276122000872;IE LA CONSOLITA;276122000147;SAN LUIS;RURAL;VDA EL FRONTINO;3103874060
76122;CAICEDONIA;276122000201;IE GILBERTO ALZATE AVENDA•O;276122000651;ESC RUR  MIX  NO 47  JUAN PABLO I;RURAL;VDA SAN GERADO BAJO;
76122;CAICEDONIA;176122000371;IE NORMAL SUPERIOR MARIA INMACULADA;276122000040;CENT DOC NO  36 LAS CARMELITAS;RURAL;VDA  LAS CARMELITAS;2163909
76126;CALIMA;176126000066;IE SIMON BOLIVAR;276126000311;LA PLAYA;RURAL;VDA LA HOLANDA;2533189
76126;CALIMA;176126000066;IE SIMON BOLIVAR;276126000532;ERASMO VIVAS;RURAL;VER LA PALMERA CORREG RIOBRAVO;
76130;CANDELARIA;276130000822;IE MARINO RENJIFO SALCEDO;276130000415;GABRIELA MISTRAL;RURAL;CORREGIMIENTO GUALI;
76130;CANDELARIA;276130000822;IE MARINO RENJIFO SALCEDO;276130000237;LUIS CARLOS PE•A;RURAL;CORREG EL ARENAL;
76130;CANDELARIA;276130000628;IE RODRIGO LLOREDA CAICEDO;276130000121;JOSE ANTONIO GALAN;RURAL;PARQUE PRINCIPAL CORREG EL CARMELO;2619385
76130;CANDELARIA;276130000628;IE RODRIGO LLOREDA CAICEDO;276130000911;JUAN DE LA CRUZ HERRERA;RURAL;CORREG EL CARMELO;
76130;CANDELARIA;176130000461;I.E. INMACULADA CONCEPCION;276130000156;FRANCISCO JOSE DE CALDAS;RURAL;CORREG BUCHITOLO;2620135
76130;CANDELARIA;176130000399;IE NUESTRA SE•ORA DE  LA CANDELARIA;176130000305;ANTONIO NARI•O;URBANA;CLL 13 NO 8-28;2648376
76233;DAGUA;276233001240;IE CRISTOBAL COLON;276233001088;JESUS MARIA MURGUEITIO;RURAL;VDA JORDANCITO;2471496
76233;DAGUA;276233001240;IE CRISTOBAL COLON;276233000391;ANTONIO VILLAVICENCIO;RURAL;VDA EL JORDAN;2471496
76233;DAGUA;276233000715;IE BORRERO AYERBE;276233000138;CARLOS LOZANO LOZANO;RURAL;JIGUALES;0
76233;DAGUA;276233000715;IE BORRERO AYERBE;276233000197;MANUEL MURILLO TORO;RURAL;KM 26;9.22472e+008
76233;DAGUA;276233000651;IE EL QUEREMAL;276233001061;MARCO FIDEL SUAREZ;RURAL;VDA. LAS CAMELIAS;0
76233;DAGUA;276233000588;IE MIGUEL ANTONIO CARO;276233000421;ATANASIO GIRARDOT;RURAL;CORREG. PROVIDENCIA;0
76233;DAGUA;276233000511;IE EL PALMAR;276233001304;GIMNASIO DEL DAGUA;RURAL;CORREG EL PALMAR;2090145
76233;DAGUA;276233000511;IE EL PALMAR;276233000219;ALFREDO VASQUEZ COBO;RURAL;VDA. CENTELLA;0
76233;DAGUA;176233000656;IE  DEL DAGUA;176233001016;INDALECIO LIEVANO AGUIRRE.;URBANA;BARRIO BELLAVISTA;0
76243;EL µGUILA;276243000497;IE SANTA MARTA;276243000179;ALBERTINA HOYOS DE OSORIO;RURAL;VDA EL PITAL;2157024
76243;EL µGUILA;276243000497;IE SANTA MARTA;276243000578;ESPIRITU SANTO;RURAL;VDA BUENOS AIRES;2157024
76243;EL µGUILA;176243000026;IE EL AGUILA;276243000721;SAGRADA FAMILIA;RURAL;VDA LA GUERRA;2066151
76243;EL µGUILA;176243000026;IE EL AGUILA;276243000039;MAR÷A INMACULADA;RURAL;VDA CAJA DE ORO;2066151
76243;EL µGUILA;176243000026;IE EL AGUILA;276243000608;INES FERNANDEZ DE AGUDELO;RURAL;VDA BUENOS AIRES;2066151
76243;EL µGUILA;176243000026;IE EL AGUILA;276243000128;CAMILO TORRES;RURAL;VDA LA BOCATOMA;2066151
76243;EL µGUILA;276243000071;IE JUSTINIANO ECHAVARRIA;276243000357;SANTA ISABEL;RURAL;CORREG SAN JOSE;
76243;EL µGUILA;276243000071;IE JUSTINIANO ECHAVARRIA;276243000055;SAN CAYETANO;RURAL;CORREG DE CAJONES;
76243;EL µGUILA;276243000071;IE JUSTINIANO ECHAVARRIA;276243000233;GABRIELA MISTRAL;RURAL;VDA SANTA RITA;
76243;EL µGUILA;276243000071;IE JUSTINIANO ECHAVARRIA;276243000187;ATANASIO GIRARDOT;RURAL;VDA LA GUAYACANA;
76246;EL CAIRO;176246000337;IE LA PRESENTACION;276246000480;MARIANO OSPINA RODRIGUEZ;RURAL;VDA LA CAMELIA;2077237
76246;EL CAIRO;176246000337;IE LA PRESENTACION;276246000340;NUESTRA SE•ORA DE LAS MERCEDES;RURAL;CR 2 CLL 2;2077237
76246;EL CAIRO;176246000663;IE GILBERTO ALZATE AVENDA•O;276246000552;AMPARO MORALES;RURAL;VDA LAS MARGARITAS;0
76248;EL CERRITO;276248000363;IE SANTA ELENA;276248000045; JOSE ANTONIO  GALAN;RURAL;VEREDA EL POMO;
76248;EL CERRITO;276248000355;IE JORGE  ISAACS EL PLACER;276248000061;FRANCISCO DE PAULA SANTANDER;RURAL;CLL 7 CR 5 ESQUINA;
76248;EL CERRITO;176248000016;IE SAGRADO CORAZ‡N;176248000016;SAGRADO CORAZON;URBANA;CL 8 10 09 ;2564178
76248;EL CERRITO;176248000016;IE SAGRADO CORAZ‡N;176248000296;MARIA MONTESSORI;URBANA;CLL 6 NO 11-11;2565537
76250;EL DOVIO;176250000261;IE JOSE MARIA FALLA;176250000261;JOSE MARIA FALLA;URBANA;CL 15 12 79;2229184
76250;EL DOVIO;176250000261;IE JOSE MARIA FALLA;276250000206;SAN JUAN BAUTISTA;RURAL;VDA EL CRUCERO;2229184
76250;EL DOVIO;176250000261;IE JOSE MARIA FALLA;276250000079;MANUELA BELTRAN;RURAL;VDA CALLE LARGA;2229184
76250;EL DOVIO;176250000261;IE JOSE MARIA FALLA;276250000401;ISABEL MURILLO DE TRUJILLO;RURAL;VDA EL CIELITO;2229184
76250;EL DOVIO;176250000261;IE JOSE MARIA FALLA;276250000281;ANTONIO NARI•O;RURAL;VDA BELLAVISTA;2229184
76250;EL DOVIO;276250000150;IE ACERG;276250000214;PRIMERO DE MAYO;RURAL;VDA BUENOS AIRES;3136593903
76250;EL DOVIO;276250000150;IE ACERG;276250000192;SAN PABLO;RURAL;CORREG BITACO;3136593903
76250;EL DOVIO;276250000150;IE ACERG;276250000133;SAN JUAN BOSCO;RURAL;VDA TOLDAFRIA;3136593903
76250;EL DOVIO;276250000150;IE ACERG;276250000036;GENERAL RENGIFO;RURAL;VDA LAS VUELTAS;3136593903
76275;FLORIDA;276275001461;IE IDEBIC;276275000430;SAN ISIDRO;RURAL;COMUNIDAD DE LA RIVERA CABILDO CENTRAL DE ASENTAMIENTOS;2638651
76275;FLORIDA;276275001461;IE IDEBIC;276275000774;SAN ANTONIO DE PADUA;RURAL;COMUNIDAD INDIGENA DE LAS BRISAS;2638651
76275;FLORIDA;276275001461;IE IDEBIC;276275001380;EL MIRADOR;RURAL;COMUNIDAD INDIGENA DE EL MIRADOR;2638651
76364;JAMUND÷;276275001461;IE IDEBIC;276364000923;JORGE ELIECER GAITAN;RURAL;COMUNIDAD INDIGENA  LA NUEVA VENTURA RGDO KWESX KIWE NASA;
76364;JAMUND÷;276275001461;IE IDEBIC;276364000079;NASA CXHACXA;RURAL;COMUNID INDIGENA LAS PILAS RGDO KWESX KIWE NASA;2638651
76275;FLORIDA;276275001461;IE IDEBIC;276275001711;JOSE MIGUEL IPIA;RURAL;COMUNIDAD INDIGENA EL CABUYO;
76054;ARGELIA;276275001461;IE IDEBIC;276054000516;DACHI BANIA;RURAL;COMUNIDAD DE ARGELIA;2638651
76113;BUGALAGRANDE;276275001461;IE IDEBIC;276113001139;CACIQUE TAUDA;RURAL;COMUNIDAD INDIGENA DE PAILA ARRIBA;2638651
76275;FLORIDA;276275001461;IE IDEBIC;276233001886;LUUCX YAT;RURAL;COMUNID SAN CRISTOBAL ;2638651
76275;FLORIDA;276275001461;IE IDEBIC;276563001823;MANUEL DE JESUS PERDOMO;RURAL;COMUNIDAD LA FRIA;2638651
76100;BOL÷VAR;276275001461;IE IDEBIC;276100001140;DOJUURU;RURAL;COMUNIDAD INDIGENA RIO BLANCO;
76828;TRUJILLO;276275001461;IE IDEBIC;276828001154;JARADEAI DACHI BEDEA;RURAL;RESGUARDO INDIGENA KIPARA;
76275;FLORIDA;276275000197;IE ATANASIO GIRARDOT;276275001177;TULIO GONZALES FORERO;RURAL;VEREDA LA ACEQUIA;
76275;FLORIDA;276275000154;IE JOSE MARIA CORDOBA;276275000235;SAN JOAQUIN;RURAL;SAN JOAQUIN;
76275;FLORIDA;176275001393;IE ABSALON TORRES CAMACHO;176275000117;JULIO ARBOLEDA;URBANA;CLL 9 NO 27-45;2644140
76275;FLORIDA;176275000915;IE CIUDAD FLORIDA;176275001431;INSTITUTO;URBANA;KR 16 6 70 ;
76275;FLORIDA;176275000010;IE LAS AMERICAS;276275000065;JOSE CELESTINO MUITS;RURAL;CORREG EL PEDREGAL;
76275;FLORIDA;176275000010;IE LAS AMERICAS;176275000494;JOSE EUSEBIO CARO;URBANA;CR 20 CLL 12 ESQUINA;2640527
76306;GINEBRA;276306000336;IE DE DESARROLLO RURAL LA SELVA;276306000336;CONCENTRACION DE DESARROLLO RURAL LA SELVA;RURAL;ZONA RURAL DE GINEBRA;3157688504
76306;GINEBRA;276306000174;IE MANUELA BELTRAN;276306000166;JOAQUIN C. TORRES;RURAL;VDA LAS HERMOSAS;
76306;GINEBRA;276306000174;IE MANUELA BELTRAN;276306000522;CAMILO JOSE SAAVEDRA;RURAL;VDA LA CECILIA;
76306;GINEBRA;176306000013;IE GINEBRA LA SALLE;276306000093;NUESTRA SE•ORA DE FATIMA;RURAL;VDA EL GUABITO;
76306;GINEBRA;176306000013;IE GINEBRA LA SALLE;276306000115;JOSE MARIA VILLEGAS;RURAL;CORREG ZABALETAS;
76318;GUACAR÷;276318000226;IE JOSE IGNACIO OSPINA;276318000218;JORGE ELIECER GAITAN;RURAL;GUABITAS;
76318;GUACAR÷;276318000111;IE JOSE CELESTINO MUTIS;276318000111;JOSE CELESTINO MUTIS;RURAL;CORREG. GUABAS;2.56283e+006
76318;GUACAR÷;176318000701;IE PEDRO VICENTE ABADIA;176318000701;PEDRO VICENTE ABADIA;URBANA;CALLE 1O. NO. 10-39;2.33097e+006
76318;GUACAR÷;176318000701;IE PEDRO VICENTE ABADIA;176318000256;SAULO RICARDO MOLINA;URBANA;CALLE 8 NO 5-38;2530968
76318;GUACAR÷;176318000701;IE PEDRO VICENTE ABADIA;176318000329;FRANCISCO JOSE DE CALDAS;URBANA;CALLE 5 NO 2-100;2538449
76377;LA CUMBRE;276377000078;IE FRANCISCO DE PAULA SANTANDER;276377000281;EDUARDO SANTOS;RURAL;VDA  AGUACATAL;2500205
76377;LA CUMBRE;276377000078;IE FRANCISCO DE PAULA SANTANDER;276377000400;CAMILO TORRES;RURAL;VDA  LA CUCHILLA;2560205
76377;LA CUMBRE;276377000388;IE MARIA AUXILIADORA;276377000388;MARIA AUXILIADORA;RURAL;CORREG LOMITAS;3113498483
76377;LA CUMBRE;276377000311;IE LA LIBERTAD;276377000353;CONCENTRACION DE DESARROLLO RURAL;RURAL;CORREG BITACO;24841400
76400;LA UNI‡N;176400000027;IE JUAN DE DIOS GIRON;276400000340;SAN RAFAEL;RURAL;VDA EL BANCO;
76400;LA UNI‡N;276400000609;I.E. QUEBRADAGRANDE;276400000501;POLICARPA SALAVARRIETA;RURAL;VDA EL AJIZAL;2293767
76400;LA UNI‡N;276400000609;I.E. QUEBRADAGRANDE;276400000606;CONCENTRACI‡N ESCOLAR DE DESARROLLO RURAL QUEBRADA GRANDE;RURAL;VEREDA QUEBRADA GRANDE;2293767
76400;LA UNI‡N;176400000272;IE ARGEMIRO ESCOBAR CARDONA;176400000035;SIMON BOLIVAR;URBANA;CR 10 NO 11-41;2293090
76403;LA VICTORIA;176403000079;IE SANTA TERESITA;176403000079;SANTA TERESITA;URBANA;CR 7 NO 7-40;2203378
76497;OBANDO;276497000608;IE MARIA ANALIA ORTIZ HORMAZA;276497000209;JOSE ACEVEDO Y GOMEZ;RURAL;VDA. MONTERROSO;
76497;OBANDO;276497000608;IE MARIA ANALIA ORTIZ HORMAZA;276497000241;JOSE MAR÷A C‡RDOBA;RURAL;VDA. SANDE ALTO;
76497;OBANDO;276497000608;IE MARIA ANALIA ORTIZ HORMAZA;276497000136;JUAN DEL CORRAL;RURAL;VDA. PLAYA RICA;
76497;OBANDO;276497000047;IE POLICARPA SALAVARRIETA;276497000233;PABLO SEXTO;RURAL;VDA MORRO AZUL;
76497;OBANDO;276497000047;IE POLICARPA SALAVARRIETA;276497000276;JORGE ELIECER GAITAN;RURAL;VDA SALEM;
76497;OBANDO;276497000047;IE POLICARPA SALAVARRIETA;276497000616;POLICARPA SALAVARRIETA;RURAL;CORREG SAN ISIDRO;
76563;PRADERA;276563000223;IE MARCO FIDEL SUAREZ;276563000525;GABRIEL GARCIA MARQUEZ;RURAL;CGTO EL RECREO;
76563;PRADERA;176563000822;IE ALFREDO POSADA CORREA;376563000538;COMUNEROS;URBANA;KR 19 CALLES 11 Y 12;
76563;PRADERA;176563000091;IE FRANCISCO ANTONIO ZEA;176563000377;SANTISIMA TRINIDAD;URBANA;CLL 3  11-36;
76563;PRADERA;176563000024;IE ATENEO;176563000105;BENJAMIN VALENCIA;URBANA;CLL 5 Nß 4-77;2.67439e+006
76606;RESTREPO;276606000469;IE JULIO FERNANDEZ MEDINA;476606060577;BUENVIVIR;RURAL;VEREDA BUENVIVIR;
76606;RESTREPO;276606000290;IE JOSE ACEVEDO Y GOMEZ;276606000281;CAMILO TORRES;RURAL;VDA ALTO ZABALETAS;3122605917
76606;RESTREPO;176606000422;IE JORGE ELIECER GAITAN;176606000422;JORGE ELIECER GAITAN;URBANA;CLL 9 NO 14-32;2522759
76616;RIOFR÷O;276616000654;IE ALFREDO GARRIDO TOVAR;276616000115;SAN LUIS GONZAGA;RURAL;VDA.EL RUBI;
76616;RIOFR÷O;276616000255;IE CAMILO TORRES;276616000107;JOS‘ QUINTERO;RURAL;VDA SAN ALFONSO;
76622;ROLDANILLO;276622000577;IE SANTA ROSALIA DE PALERMO;276622000178;JOSE ACEVEDO Y G‡MEZ;RURAL;CORREG MORELIA;
76622;ROLDANILLO;276622000577;IE SANTA ROSALIA DE PALERMO;276622000411;JOSE JOAQUIN JARAMILLO;RURAL;CORREG ISUGU;
76622;ROLDANILLO;176622000084;IE NORMAL SUPERIOR JORGE ISAACS;176622000084;NORMAL SUPERIOR JORGE ISAACS;URBANA;CR 7 NO 15-70;2295999
76622;ROLDANILLO;176622000068;IE BELISARIO PE•A PI•EIRO;176622000882;DIVINO NI•O;URBANA;CLL 7N NO 1N-11;2298111
76622;ROLDANILLO;176622000068;IE BELISARIO PE•A PI•EIRO;276622000321;SAN ISIDRO ;RURAL;VDA SAN ISIDRO;
76622;ROLDANILLO;176622000068;IE BELISARIO PE•A PI•EIRO;276622000500;GERARDO BUENO;RURAL;CORREG BUENAVISTA;
76670;SAN PEDRO;276670000201;IE JULIO CAICEDO TELLEZ;276670000350;SAN PEDRO CLAVER;RURAL;VDA EL EDEN;
76736;SEVILLA;276736000810;IE BENJAMIN HERRERA;276736001387;SEBASTIAN DE BELALCAZAR;RURAL;VDA MIRAFLORES;2198526
76736;SEVILLA;276736000488;IE JORGE ELIECER GAITAN;276736000224;ANTONIO RICAURTE;RURAL;CORREG MANZANILLO;2196102
76736;SEVILLA;276736000321;IE MARIA AUXILIADORA;276736000623;SIMON BOLIVAR;RURAL;VDA SAN MARCOS;2198182
76736;SEVILLA;276736000283;IE SANTA BARBARA;276736001425;GENERAL SANTANDER ;RURAL;CORREG QUEBRADA NUEVA;
76736;SEVILLA;476736000258;IE HERACLIO URIBE URIBE;276736001034;GENERAL SANTANDER;RURAL;CORREG EL VENADO;
76736;SEVILLA;276736000178;IE SANTA TERESITA;276736001247;ANTONIO NARI•O;RURAL;VDA MAULEN;
76736;SEVILLA;276736000178;IE SANTA TERESITA;276736000208;JOSE ANTONIO GALAN;RURAL;VDA CALAMAR;
76736;SEVILLA;276736000178;IE SANTA TERESITA;276736000402;RODRIGO DE BASTDIDAS;RURAL;VDA PURNIO;2190636
76736;SEVILLA;276736000178;IE SANTA TERESITA;276736000593;SANTA ELENA;RURAL;VDA LA FLORESTA;2190636
76736;SEVILLA;176736000033;IE GENERAL SANTANDER;176736000548;RICARDO NIETO;URBANA;CR 53A CLL 67;2.1903E+006
76736;SEVILLA;176736000025;IE SEVILLA;176736000025;SEVILLA;URBANA;CLL  48 NO 50 69;2196162-2197839
76736;SEVILLA;176736000025;IE SEVILLA;176736000246;MONSERRATE;URBANA;CL 44 51 33;2196162
76823;TORO;176823000384;IE NUESTRA SE•ORA DE LA CONSOLACION;276823000281;SAN JUAN BOSCO;RURAL;CORREGIMIENTO EL BOHIO;
76823;TORO;176823000333;IE  TECNICA AGROPECUARIA TORO;276823000541;JUAN DEL CORRAL;RURAL;VDA EL ROBLE;2210560
76823;TORO;176823000333;IE  TECNICA AGROPECUARIA TORO;276823000397;LEONIDAS GONZALES ZAFRA;RURAL;VEREDA BUENAVISTA;2210560
76823;TORO;176823000333;IE  TECNICA AGROPECUARIA TORO;276823000168;RESTREPO MEJIA;RURAL;VEREDA LA ROBLEDA;2210560
76823;TORO;176823000333;IE  TECNICA AGROPECUARIA TORO;276823000125;CRISTOBAL COLON;RURAL;VEREDA PATIOBONITO;2210560
76828;TRUJILLO;276828000441;IE MANUEL MARIA MALLARINO;276828000417;SAN BERNARDO;RURAL;VDA PALERMO;2267368
76828;TRUJILLO;276828000441;IE MANUEL MARIA MALLARINO;276828000361;HERNANDO NAVIA VAR‡N;RURAL;VDA LA ESTRELLA;2267368
76828;TRUJILLO;276828000441;IE MANUEL MARIA MALLARINO;276828000212;LUIS CARLOS PE•A;RURAL;VDA LOS RANCHOS;2267368
76828;TRUJILLO;276828000174;IE SAN ISIDRO;276828000395;LEOCADIO SALAZAR;RURAL;VDA LA BETULIA;2266601
76828;TRUJILLO;276828000123;IE CRISTOBAL COLON;276828000638;CARLOS HOLGUIN SARDI;RURAL;VDA LA ;
76828;TRUJILLO;176828000021;IE JULIAN TRUJILLO;176828000056;MERCEDES ABREGO;URBANA;CR 21 CLL 19 ESQ;2267128/ 2266030
76845;ULLOA;276845000102;IE MARIA INMACULADA;276845000056;POLICARPA SALAVARRIETA;RURAL;VDA. EL BRILLANTE;
76863;VERSALLES;176863000336;IE LA INMACULADA;276863000209;CRISTO REY;RURAL;VDA CALAMAR;2213038
76869;VIJES;276869000138;IE ANTONIO JOSE DE SUCRE;276869000073;JUAN JOSE RONDON;RURAL;VDA SANTA ANA;3164701232
76869;VIJES;276869000138;IE ANTONIO JOSE DE SUCRE;276869000201;MARIANO OSPINA PEREZ;RURAL;CORREG EL PORVENIR;3105450558
76869;VIJES;276869000138;IE ANTONIO JOSE DE SUCRE;276869000120;AYACUCHO;RURAL;CORREG CACHIMBAL;3117785246
76869;VIJES;176869000028;IE JORGE ROBLEDO;176869000460;ALVARO ORTIZ CORREA;URBANA;CL 8 1 35;
76890;YOTOCO;276890000237;IE SAN JUAN BOSCO;276890000113;CRISTOBAL COLON;RURAL;VEREDA LA COLONIA;3154956242
76895;ZARZAL;176895000168;IE EFRAIN VARELA VACA;176895000346;MAR÷A INMACULADA;URBANA;CR 11 NO 6-45;2222040
76001;CALI;176001001672;INSTITUCION EDUCATIVA TECNICO DE COMERCIO SANTA CECILIA;176001001672;INSTITUCION EDUCATIVA TECNICO DE COMERCIO SANTA CECILIA - SEDE PRINCIPAL;URBANA;IND CALLE 61AN # 2GN-62;6642088
76001;CALI;176001001818;INSTITUCION EDUCATIVA DE SANTA LIBRADA;176001013271;SEDE EL PILOTO;URBANA;KR 4 24 40 ;8800054
76001;CALI;176001002253;INSTITUCION EDUCATIVA NORMAL SUPERIOR LOS FARALLONES;176001004591;FRANCISCO JOSE DE CALDAS;URBANA;KR 4 OESTE 12 A 59 ;6626957 / 6622018
76001;CALI;176001003195;INSTITUCION EDUCATIVA JOSE ANTONIO GALAN;176001004141;RAFAEL ZAMORANO;URBANA;IND KR 2N 45A - 12;4466532 
76001;CALI;176001005813;INSTITUCION EDUCATIVA INEM JORGE ISAACS;176001003837;PABLO EMILIO CAICEDO;URBANA;KR 5 DG 7 39 ;4470128 320 6180085
76001;CALI;176001005813;INSTITUCION EDUCATIVA INEM JORGE ISAACS;176001028171;CECILIA MU•OZ RICAURTE;URBANA;CL 77 KR 8 NORTE ;4470128 320 6180085
76001;CALI;176001001656;INSTITUCION EDUCATIVA GUILLERMO VALENCIA;176001004159;PRESBITERO ANGEL PIEDRAHITA;URBANA;KR 8 NORTE 51 35 ;4465000 / 316 4537569 / 314 8561790
76001;CALI;176001001656;INSTITUCION EDUCATIVA GUILLERMO VALENCIA;176001001656;INSTITUCION EDUCATIVA GUILLERMO VALENCIA;URBANA;KR 7 NORTE 45 A 08 ;4466502 / 316 4537569 / 314 8561790
76001;CALI;176001001699;INSTITUCION EDUCATIVA LA MERCED;176001012119;SAN VICENTE DE PAUL;URBANA;KR 2 B 45 A 20 ;3827677 / 320 6966514
76001;CALI;176001001729;INSTITUCION EDUCATIVA TECNICA DE COMERCIO SIMON RODRIGUEZ;176001001729;INSTITUCION EDUCATIVA TECNICA DE COMERCIO SIMON RODRIGUEZ;URBANA;KR 1 D BIS 49 98 ;4462311 / 310 8963584
76001;CALI;176001022360;INSTITUCION EDUCATIVA TECNICA COMERCIAL LAS AMERICAS;176001002750;NUESTRA SE•ORA DE LORETO;URBANA;KR 8 38 55 ;4036309
76001;CALI;176001003586;INSTITUCION EDUCATIVA JUAN DE AMPUDIA;176001003586;INSTITUCION EDUCATIVA JUAN DE AMPUDIA;URBANA;KR 12 57 13 ;3809395
76001;CALI;176001004329;INSTITUCION EDUCATIVA EVARISTO GARCIA;176001002831;JOSE HILARIO LOPEZ;URBANA;CL 27 17 G 19 ;317 4298863
76001;CALI;176001006071;INSTITUCION EDUCATIVA SANTA FE;176001006071;INSTITUCION EDUCATIVA SANTA FE;URBANA;CL 34 17 B 41 ;4411626 / 3719880
